Iteration,himmelblau,griewank,rastrigin,rosenbrock
51,4.193038726065328e-09,0.0019254186328831057,0.006713645670226429,0.0001661849041666518
52,3.6739342721724064e-09,0.0019204628896036945,0.006700953025234557,0.00016618490416664874
53,3.6109876135548435e-09,0.0019204496967318494,0.006190285027845251,0.0001586991215753886
54,3.5730198302126413e-09,0.0019197614273900787,0.006028367044524797,0.0001586991215753886
55,3.5471909717436277e-09,0.0019197614273900787,0.006000335480500725,0.00015665170083096358
56,3.2589072199642438e-09,0.001918468776054179,0.005733426636790192,0.00015331883125359506
57,3.079261630052297e-09,0.001918372134322071,0.004954933849778778,0.0001444681045706353
58,3.079261630052297e-09,0.0019178351239421292,0.004334451190168871,0.0001444681045706353
59,2.748630450180378e-09,0.0019178175938824925,0.004315043340678556,0.0001444681045706344
60,2.614792854126448e-09,0.0019177895323376519,0.004315043340678556,0.00013467667416093665
61,2.5718740672848726e-09,0.0019177895323376519,0.0042887449960506184,0.00013467667416093665
62,2.5530380760811965e-09,0.0019176154912413897,0.004267158505469402,0.00013185487533895742
63,2.026884622356197e-09,0.001917514261315969,0.004029094886123076,0.00012363086432739975
64,1.795480368194527e-09,0.001917514261315969,0.0037279182769475207,0.00012083982349962331
65,1.7664705692782018e-09,0.0019174214355057227,0.0033809536132375184,0.00012040998278457562
66,1.7664705692782018e-09,0.0019174119176484676,0.00278256834321961,0.0001204099827845756
67,1.7645048048984215e-09,0.001917405451139444,0.00278256834321961,0.00010184007757523595
68,1.7427191457305868e-09,0.0019174042005995501,0.002779946596220384,0.00010184007757523595
69,1.7427191457301784e-09,0.0019174042005995501,0.002779946596220384,0.00010184007757523595
70,1.7427191457301784e-09,0.00191739454281154,0.002779946596220384,9.826908322257625e-05
71,1.7427191457301784e-09,0.0019165899682765761,0.00252433877243553,9.826908322257625e-05
72,1.5880212929282583e-09,0.0019164636418885557,0.0022169406950661324,9.614755793806074e-05
73,1.2782496410399915e-09,0.0019160666705444187,0.0018289675403408978,9.614755793806074e-05
74,1.2782496410399915e-09,0.0019159773353236852,0.0018015725670506165,9.609287363339989e-05
75,1.2782496410399485e-09,0.0019157743937724188,0.0018015725670506165,9.531940365092738e-05
76,1.2782496410399485e-09,0.0019152451526844609,0.0018015725670506165,9.531940365092738e-05
77,1.2488740480536646e-09,0.0019152451526844609,0.001770275305757409,9.514620843318262e-05
78,1.2477064243951276e-09,0.0019152431484305691,0.0017569165687008775,9.001263823124863e-05
79,1.2415167866678893e-09,0.0019148510547350934,0.0017569165687008775,9.001263823124863e-05
80,1.2415167866678893e-09,0.0019147141866406906,0.001756463008292607,8.663553289354074e-05
81,7.912655174583742e-10,0.0019147075243520092,0.001443846405556364,8.663553289354074e-05
82,7.912655174583742e-10,0.0019146814480720674,0.001443846405556364,8.048671569808191e-05
83,7.912597533506387e-10,0.0019146814480720674,0.001443846405556364,8.048671569808191e-05
84,7.67387956720682e-10,0.0019146814480720674,0.0013375463151855994,7.528330307766293e-05
85,7.670556339158617e-10,0.0019146443371423941,0.0012077112794785427,7.528330307766293e-05
86,7.460075495026394e-10,0.0019141892141570306,0.0012077112794785427,7.310592078200961e-05
87,7.459653630682124e-10,0.0019141819099187877,0.0011766522027128056,7.310592078200961e-05
88,7.454119859461015e-10,0.001913616519837404,0.0011766522027128056,7.310592078200961e-05
89,7.454119859461015e-10,0.001913472715028705,0.0011564323251198104,7.310592078200961e-05
90,6.521358512612296e-10,0.001913472715028705,0.001155951463781507,5.9993811492805664e-05
91,6.521358512612296e-10,0.0019134053846536412,0.001155951463781507,5.9993811492805664e-05
92,5.284412525962077e-10,0.0019134053846536412,0.001116034197100967,5.9979493155757194e-05
93,5.282755095901488e-10,0.0019133792595676183,0.0010501324853190764,5.552659354336031e-05
94,5.282755095901488e-10,0.0019133792595676183,0.0010479848415570355,5.552659354336031e-05
95,4.989256859122657e-10,0.0019129506856405114,0.0010437034504866048,5.391507688896143e-05
96,4.853004492255491e-10,0.0019120035375808624,0.0010246790405011826,5.391507688896143e-05
97,4.852599239286522e-10,0.0019120035375808624,0.0010246790405011826,5.391507688896143e-05
98,4.720558164493751e-10,0.001911903694428074,0.0010246790405011826,5.0680094044236384e-05
99,4.703097436842037e-10,0.001911866828435704,0.0010040780114487753,4.997735532820686e-05
